# time      EVENT                DETAILS
---------------------------------------------
3.489   TX-DATA             Seq=643861 Size=1460
3.492   DUP_ACK             Ack=620501 dupCount=4
3.492   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=620501
3.492   TX-DATA             Seq=670141 Size=1460
3.494   DUP_ACK             Ack=620501 dupCount=5
3.494   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=620501
3.494   TX-DATA             Seq=648241 Size=1460
3.524   NEW_ACK             Ack=627801
3.524   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
3.524   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
3.524   TX-DATA             Seq=649701 Size=1460
3.529   DUP_ACK             Ack=627801 dupCount=1
3.529   TX-DATA             Seq=652621 Size=1460
3.529   TX-DATA             Seq=671601 Size=1460
3.531   DUP_ACK             Ack=627801 dupCount=2
3.531   TX-DATA             Seq=673061 Size=1460
3.534   NEW_ACK             Ack=640941
3.534   TX-DATA             Seq=674521 Size=1460
3.534   TX-DATA             Seq=675981 Size=1460
3.536   DUP_ACK             Ack=640941 dupCount=1
3.536   SSTHRESH_UPDATE     old=23360 new=16060 [Cause: Timeout]
3.536   TX-DATA             Seq=640941 Size=1460
3.536   TX-DATA             Seq=657001 Size=1460
3.538   DUP_ACK             Ack=640941 dupCount=2
3.541   DUP_ACK             Ack=640941 dupCount=3
3.541   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
3.541   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
3.541   UPDATE              ssthresh=11631
3.541   TX-DATA             Seq=677441 Size=1460
3.541   TX-DATA             Seq=678901 Size=1460
3.543   DUP_ACK             Ack=640941 dupCount=4
3.543   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=640941
3.543   TX-DATA             Seq=680361 Size=1460
3.546   DUP_ACK             Ack=640941 dupCount=5
3.546   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=640941
3.546   TX-DATA             Seq=681821 Size=1460
3.546   TX-DATA             Seq=683281 Size=1460
3.548   DUP_ACK             Ack=640941 dupCount=6
3.548   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=640941
3.548   TX-DATA             Seq=684741 Size=1460
3.551   NEW_ACK             Ack=643861
3.551   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
3.551   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
3.551   TX-DATA             Seq=686201 Size=1460
3.553   NEW_ACK             Ack=648241
3.553   TX-DATA             Seq=687661 Size=1460
3.556   DUP_ACK             Ack=648241 dupCount=1
3.556   TX-DATA             Seq=689121 Size=1460
3.558   NEW_ACK             Ack=649701
3.558   TX-DATA             Seq=690581 Size=1460
3.590   NEW_ACK             Ack=652621
3.590   TX-DATA             Seq=692041 Size=1460
3.597   NEW_ACK             Ack=657001
3.600   DUP_ACK             Ack=657001 dupCount=1
3.600   TX-DATA             Seq=693501 Size=1460
3.602   DUP_ACK             Ack=657001 dupCount=2
3.602   TX-DATA             Seq=694961 Size=1460
3.605   DUP_ACK             Ack=657001 dupCount=3
3.605   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
3.605   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
3.605   UPDATE              ssthresh=11972
3.605   TX-DATA             Seq=696421 Size=1460
3.607   DUP_ACK             Ack=657001 dupCount=4
3.607   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.610   DUP_ACK             Ack=657001 dupCount=5
3.610   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.615   DUP_ACK             Ack=657001 dupCount=6
3.615   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.615   TX-DATA             Seq=697881 Size=1460
3.617   DUP_ACK             Ack=657001 dupCount=7
3.617   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.617   TX-DATA             Seq=699341 Size=1460
3.619   DUP_ACK             Ack=657001 dupCount=8
3.619   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.619   TX-DATA             Seq=700801 Size=1460
3.622   DUP_ACK             Ack=657001 dupCount=9
3.622   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.624   DUP_ACK             Ack=657001 dupCount=10
3.624   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.624   TX-DATA             Seq=702261 Size=1460
3.627   DUP_ACK             Ack=657001 dupCount=11
3.627   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.627   TX-DATA             Seq=703721 Size=1460
3.629   DUP_ACK             Ack=657001 dupCount=12
3.629   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.629   TX-DATA             Seq=683281 Size=1460
3.632   DUP_ACK             Ack=657001 dupCount=13
3.632   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.634   DUP_ACK             Ack=657001 dupCount=14
3.634   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.654   DUP_ACK             Ack=657001 dupCount=15
3.654   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.654   TX-DATA             Seq=705181 Size=1460
3.666   DUP_ACK             Ack=657001 dupCount=16
3.666   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.666   TX-DATA             Seq=706641 Size=1460
3.669   DUP_ACK             Ack=657001 dupCount=17
3.669   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.669   TX-DATA             Seq=708101 Size=1460
3.671   DUP_ACK             Ack=657001 dupCount=18
3.671   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.671   TX-DATA             Seq=709561 Size=1460
3.674   DUP_ACK             Ack=657001 dupCount=19
3.674   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.674   TX-DATA             Seq=711021 Size=1460
3.676   DUP_ACK             Ack=657001 dupCount=20
3.676   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.676   TX-DATA             Seq=712481 Size=1460
3.678   DUP_ACK             Ack=657001 dupCount=21
3.678   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.678   TX-DATA             Seq=713941 Size=1460
3.681   DUP_ACK             Ack=657001 dupCount=22
3.681   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.681   TX-DATA             Seq=715401 Size=1460
3.683   DUP_ACK             Ack=657001 dupCount=23
3.683   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.683   TX-DATA             Seq=716861 Size=1460
3.686   DUP_ACK             Ack=657001 dupCount=24
3.686   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.710   DUP_ACK             Ack=657001 dupCount=25
3.710   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.710   TX-DATA             Seq=718321 Size=1460
3.730   DUP_ACK             Ack=657001 dupCount=26
3.730   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.730   TX-DATA             Seq=719781 Size=1460
3.732   DUP_ACK             Ack=657001 dupCount=27
3.732   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.732   TX-DATA             Seq=721241 Size=1460
3.735   DUP_ACK             Ack=657001 dupCount=28
3.735   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.735   TX-DATA             Seq=722701 Size=1460
3.737   DUP_ACK             Ack=657001 dupCount=29
3.737   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.737   TX-DATA             Seq=724161 Size=1460
3.740   DUP_ACK             Ack=657001 dupCount=30
3.740   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.740   TX-DATA             Seq=725621 Size=1460
3.742   DUP_ACK             Ack=657001 dupCount=31
3.742   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.742   TX-DATA             Seq=727081 Size=1460
3.745   DUP_ACK             Ack=657001 dupCount=32
3.745   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.745   TX-DATA             Seq=728541 Size=1460
3.747   DUP_ACK             Ack=657001 dupCount=33
3.747   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.747   TX-DATA             Seq=730001 Size=1460
3.764   DUP_ACK             Ack=657001 dupCount=34
3.764   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.764   TX-DATA             Seq=731461 Size=1460
3.801   DUP_ACK             Ack=657001 dupCount=35
3.801   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.801   TX-DATA             Seq=732921 Size=1460
3.804   DUP_ACK             Ack=657001 dupCount=36
3.804   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.804   TX-DATA             Seq=734381 Size=1460
3.806   DUP_ACK             Ack=657001 dupCount=37
3.806   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.806   TX-DATA             Seq=735841 Size=1460
3.809   DUP_ACK             Ack=657001 dupCount=38
3.809   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.809   TX-DATA             Seq=737301 Size=1460
3.811   DUP_ACK             Ack=657001 dupCount=39
3.811   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.811   TX-DATA             Seq=738761 Size=1460
3.814   DUP_ACK             Ack=657001 dupCount=40
3.814   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.814   TX-DATA             Seq=740221 Size=1460
3.816   DUP_ACK             Ack=657001 dupCount=41
3.816   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.816   TX-DATA             Seq=741681 Size=1460
3.818   DUP_ACK             Ack=657001 dupCount=42
3.818   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.818   TX-DATA             Seq=743141 Size=1460
3.836   DUP_ACK             Ack=657001 dupCount=43
3.836   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.836   TX-DATA             Seq=744601 Size=1460
3.877   DUP_ACK             Ack=657001 dupCount=44
3.877   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.877   TX-DATA             Seq=746061 Size=1460
3.882   DUP_ACK             Ack=657001 dupCount=45
3.882   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.882   TX-DATA             Seq=747521 Size=1460
3.885   DUP_ACK             Ack=657001 dupCount=46
3.885   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.885   TX-DATA             Seq=748981 Size=1460
3.887   DUP_ACK             Ack=657001 dupCount=47
3.887   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.887   TX-DATA             Seq=734381 Size=1460
3.887   TX-DATA             Seq=750441 Size=1460
3.890   DUP_ACK             Ack=657001 dupCount=48
3.890   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.890   TX-DATA             Seq=751901 Size=1460
3.892   DUP_ACK             Ack=657001 dupCount=49
3.892   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.892   TX-DATA             Seq=753361 Size=1460
3.895   DUP_ACK             Ack=657001 dupCount=50
3.895   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.895   TX-DATA             Seq=754821 Size=1460
3.912   DUP_ACK             Ack=657001 dupCount=51
3.912   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.912   TX-DATA             Seq=756281 Size=1460
3.953   DUP_ACK             Ack=657001 dupCount=52
3.953   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.953   TX-DATA             Seq=757741 Size=1460
3.956   DUP_ACK             Ack=657001 dupCount=53
3.956   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.956   TX-DATA             Seq=759201 Size=1460
3.958   DUP_ACK             Ack=657001 dupCount=54
3.958   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.958   TX-DATA             Seq=760661 Size=1460
3.961   DUP_ACK             Ack=657001 dupCount=55
3.961   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.963   DUP_ACK             Ack=657001 dupCount=56
3.963   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.963   TX-DATA             Seq=762121 Size=1460
3.966   DUP_ACK             Ack=657001 dupCount=57
3.966   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.966   TX-DATA             Seq=763581 Size=1460
3.968   DUP_ACK             Ack=657001 dupCount=58
3.968   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.968   TX-DATA             Seq=765041 Size=1460
3.971   DUP_ACK             Ack=657001 dupCount=59
3.971   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.971   TX-DATA             Seq=766501 Size=1460
3.988   DUP_ACK             Ack=657001 dupCount=60
3.988   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
3.988   TX-DATA             Seq=767961 Size=1460
4.022   DUP_ACK             Ack=657001 dupCount=61
4.022   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.022   TX-DATA             Seq=769421 Size=1460
4.025   DUP_ACK             Ack=657001 dupCount=62
4.025   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.025   TX-DATA             Seq=770881 Size=1460
4.027   DUP_ACK             Ack=657001 dupCount=63
4.027   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.027   TX-DATA             Seq=772341 Size=1460
4.030   DUP_ACK             Ack=657001 dupCount=64
4.030   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.030   TX-DATA             Seq=773801 Size=1460
4.032   DUP_ACK             Ack=657001 dupCount=65
4.032   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.032   TX-DATA             Seq=775261 Size=1460
4.034   DUP_ACK             Ack=657001 dupCount=66
4.034   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.034   TX-DATA             Seq=776721 Size=1460
4.037   DUP_ACK             Ack=657001 dupCount=67
4.037   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.037   TX-DATA             Seq=778181 Size=1460
4.047   DUP_ACK             Ack=657001 dupCount=68
4.047   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.047   TX-DATA             Seq=779641 Size=1460
4.081   DUP_ACK             Ack=657001 dupCount=69
4.081   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.081   TX-DATA             Seq=781101 Size=1460
4.084   DUP_ACK             Ack=657001 dupCount=70
4.084   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.084   TX-DATA             Seq=782561 Size=1460
4.086   DUP_ACK             Ack=657001 dupCount=71
4.086   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.086   TX-DATA             Seq=784021 Size=1460
4.089   DUP_ACK             Ack=657001 dupCount=72
4.089   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.089   TX-DATA             Seq=785481 Size=1460
4.091   DUP_ACK             Ack=657001 dupCount=73
4.091   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.093   DUP_ACK             Ack=657001 dupCount=74
4.093   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.096   DUP_ACK             Ack=657001 dupCount=75
4.096   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.106   DUP_ACK             Ack=657001 dupCount=76
4.106   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.133   DUP_ACK             Ack=657001 dupCount=77
4.133   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.135   DUP_ACK             Ack=657001 dupCount=78
4.135   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.138   DUP_ACK             Ack=657001 dupCount=79
4.138   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.140   DUP_ACK             Ack=657001 dupCount=80
4.140   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=657001
4.551   RTO_CHANGE          oldRTO=1s newRTO=2s
4.551   TIMEOUT_EVENT       RTO backoff -> Timeout retransmission
4.551   STATE_CHANGE        FastRecovery -> SlowStart [Reason: Timeout event (packet loss)]
4.551   SSTHRESH_UPDATE     old=16060 new=10220 [Cause: Timeout]
4.551   TX-DATA             Seq=657001 Size=1460
4.596   NEW_ACK             Ack=786941
4.596   RTO_CHANGE          oldRTO=2s newRTO=1s
4.596   TX-DATA             Seq=786941 Size=1460
4.641   NEW_ACK             Ack=788401
4.641   TX-DATA             Seq=788401 Size=1460
4.641   TX-DATA             Seq=789861 Size=1460
4.686   NEW_ACK             Ack=789861
4.686   TX-DATA             Seq=791321 Size=1460
4.686   TX-DATA             Seq=792781 Size=1460
4.688   NEW_ACK             Ack=791321
4.688   TX-DATA             Seq=794241 Size=1460
4.688   TX-DATA             Seq=795701 Size=1460
4.731   NEW_ACK             Ack=792781
4.731   TX-DATA             Seq=797161 Size=1460
4.731   TX-DATA             Seq=798621 Size=1460
4.733   NEW_ACK             Ack=794241
4.733   TX-DATA             Seq=800081 Size=1460
4.733   TX-DATA             Seq=801541 Size=1460
4.736   NEW_ACK             Ack=795701
4.736   STATE_CHANGE        SlowStart -> CongestionAvoidance [Reason: cwnd >= ssthresh]
4.736   TX-DATA             Seq=803001 Size=1460
4.736   TX-DATA             Seq=804461 Size=1460
4.738   NEW_ACK             Ack=797161
4.738   TX-DATA             Seq=805921 Size=1460
4.738   TX-DATA             Seq=807381 Size=1460
4.778   NEW_ACK             Ack=798621
4.778   TX-DATA             Seq=808841 Size=1460
4.781   NEW_ACK             Ack=800081
4.781   TX-DATA             Seq=810301 Size=1460
4.783   NEW_ACK             Ack=801541
4.783   TX-DATA             Seq=811761 Size=1460
4.786   NEW_ACK             Ack=803001
4.786   TX-DATA             Seq=813221 Size=1460
4.788   NEW_ACK             Ack=804461
4.788   TX-DATA             Seq=814681 Size=1460
4.791   NEW_ACK             Ack=805921
4.791   TX-DATA             Seq=816141 Size=1460
4.793   NEW_ACK             Ack=807381
4.793   TX-DATA             Seq=817601 Size=1460
4.796   NEW_ACK             Ack=808841
4.796   TX-DATA             Seq=819061 Size=1460
4.825   NEW_ACK             Ack=810301
4.825   TX-DATA             Seq=820521 Size=1460
4.828   NEW_ACK             Ack=811761
4.828   TX-DATA             Seq=821981 Size=1460
4.830   NEW_ACK             Ack=813221
4.830   TX-DATA             Seq=823441 Size=1460
4.832   NEW_ACK             Ack=814681
4.832   TX-DATA             Seq=824901 Size=1460
4.835   NEW_ACK             Ack=816141
4.835   TX-DATA             Seq=826361 Size=1460
4.837   NEW_ACK             Ack=817601
4.837   TX-DATA             Seq=827821 Size=1460
4.840   NEW_ACK             Ack=819061
4.840   TX-DATA             Seq=829281 Size=1460
4.842   NEW_ACK             Ack=820521
4.842   TX-DATA             Seq=830741 Size=1460
4.874   NEW_ACK             Ack=821981
4.874   TX-DATA             Seq=832201 Size=1460
4.877   NEW_ACK             Ack=823441
4.877   TX-DATA             Seq=833661 Size=1460
4.879   NEW_ACK             Ack=824901
4.879   TX-DATA             Seq=835121 Size=1460
4.882   NEW_ACK             Ack=826361
4.882   TX-DATA             Seq=836581 Size=1460
4.884   NEW_ACK             Ack=827821
4.884   TX-DATA             Seq=838041 Size=1460
4.887   NEW_ACK             Ack=829281
4.887   TX-DATA             Seq=839501 Size=1460
4.889   NEW_ACK             Ack=830741
4.889   TX-DATA             Seq=840961 Size=1460
4.891   NEW_ACK             Ack=832201
4.891   TX-DATA             Seq=842421 Size=1460
4.923   NEW_ACK             Ack=833661
4.923   TX-DATA             Seq=843881 Size=1460
4.926   NEW_ACK             Ack=835121
4.926   TX-DATA             Seq=845341 Size=1460
4.928   NEW_ACK             Ack=836581
4.928   TX-DATA             Seq=846801 Size=1460
4.931   NEW_ACK             Ack=838041
4.931   TX-DATA             Seq=848261 Size=1460
4.933   NEW_ACK             Ack=839501
4.933   TX-DATA             Seq=849721 Size=1460
4.936   NEW_ACK             Ack=840961
4.936   TX-DATA             Seq=851181 Size=1460
4.936   TX-DATA             Seq=852641 Size=1460
4.938   NEW_ACK             Ack=842421
4.938   TX-DATA             Seq=854101 Size=1460
4.941   NEW_ACK             Ack=843881
4.941   TX-DATA             Seq=855561 Size=1460
4.975   NEW_ACK             Ack=845341
4.975   TX-DATA             Seq=857021 Size=1460
4.977   NEW_ACK             Ack=846801
4.977   TX-DATA             Seq=858481 Size=1460
4.982   NEW_ACK             Ack=848261
4.982   TX-DATA             Seq=859941 Size=1460
4.985   NEW_ACK             Ack=849721
4.985   TX-DATA             Seq=861401 Size=1460
4.987   NEW_ACK             Ack=851181
4.987   TX-DATA             Seq=862861 Size=1460
4.990   NEW_ACK             Ack=852641
4.990   TX-DATA             Seq=864321 Size=1460
4.992   NEW_ACK             Ack=854101
4.992   TX-DATA             Seq=865781 Size=1460
4.995   NEW_ACK             Ack=855561
4.995   TX-DATA             Seq=867241 Size=1460
4.997   NEW_ACK             Ack=857021
4.997   TX-DATA             Seq=868701 Size=1460
5.032   NEW_ACK             Ack=858481
5.032   TX-DATA             Seq=870161 Size=1460
5.034   NEW_ACK             Ack=859941
5.034   TX-DATA             Seq=871621 Size=1460
5.039   NEW_ACK             Ack=861401
5.039   TX-DATA             Seq=873081 Size=1460
5.041   NEW_ACK             Ack=862861
5.041   TX-DATA             Seq=874541 Size=1460
5.044   NEW_ACK             Ack=864321
5.044   TX-DATA             Seq=876001 Size=1460
5.044   TX-DATA             Seq=877461 Size=1460
5.046   NEW_ACK             Ack=865781
5.046   TX-DATA             Seq=878921 Size=1460
5.049   NEW_ACK             Ack=867241
5.049   TX-DATA             Seq=880381 Size=1460
5.051   NEW_ACK             Ack=868701
5.051   TX-DATA             Seq=881841 Size=1460
5.054   NEW_ACK             Ack=870161
5.054   TX-DATA             Seq=883301 Size=1460
5.091   NEW_ACK             Ack=871621
5.091   TX-DATA             Seq=884761 Size=1460
5.093   NEW_ACK             Ack=873081
5.093   TX-DATA             Seq=886221 Size=1460
5.100   NEW_ACK             Ack=874541
5.100   TX-DATA             Seq=887681 Size=1460
5.103   NEW_ACK             Ack=876001
5.103   TX-DATA             Seq=889141 Size=1460
5.105   NEW_ACK             Ack=877461
5.105   TX-DATA             Seq=890601 Size=1460
5.108   NEW_ACK             Ack=878921
5.108   TX-DATA             Seq=892061 Size=1460
5.110   NEW_ACK             Ack=880381
5.110   TX-DATA             Seq=893521 Size=1460
5.113   NEW_ACK             Ack=881841
5.113   TX-DATA             Seq=894981 Size=1460
5.115   NEW_ACK             Ack=883301
5.115   TX-DATA             Seq=896441 Size=1460
5.118   NEW_ACK             Ack=884761
5.118   TX-DATA             Seq=897901 Size=1460
5.154   NEW_ACK             Ack=886221
5.154   TX-DATA             Seq=899361 Size=1460
5.157   NEW_ACK             Ack=887681
5.157   TX-DATA             Seq=900821 Size=1460
5.169   NEW_ACK             Ack=889141
5.169   TX-DATA             Seq=902281 Size=1460
5.172   NEW_ACK             Ack=890601
5.172   TX-DATA             Seq=903741 Size=1460
5.172   TX-DATA             Seq=905201 Size=1460
5.174   NEW_ACK             Ack=892061
5.174   TX-DATA             Seq=906661 Size=1460
5.177   NEW_ACK             Ack=893521
5.177   TX-DATA             Seq=908121 Size=1460
5.179   NEW_ACK             Ack=894981
5.179   TX-DATA             Seq=909581 Size=1460
5.181   NEW_ACK             Ack=896441
5.181   TX-DATA             Seq=911041 Size=1460
5.184   NEW_ACK             Ack=897901
5.184   TX-DATA             Seq=912501 Size=1460
5.186   NEW_ACK             Ack=899361
5.186   TX-DATA             Seq=913961 Size=1460
5.226   NEW_ACK             Ack=900821
5.226   TX-DATA             Seq=915421 Size=1460
5.228   NEW_ACK             Ack=902281
5.228   TX-DATA             Seq=916881 Size=1460
5.245   NEW_ACK             Ack=903741
5.245   TX-DATA             Seq=918341 Size=1460
5.248   NEW_ACK             Ack=905201
5.248   TX-DATA             Seq=919801 Size=1460
5.250   DUP_ACK             Ack=905201 dupCount=1
5.250   TX-DATA             Seq=921261 Size=1460
5.253   DUP_ACK             Ack=905201 dupCount=2
5.253   TX-DATA             Seq=922721 Size=1460
5.255   DUP_ACK             Ack=905201 dupCount=3
5.255   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
5.255   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
5.255   UPDATE              ssthresh=8030
5.255   TX-DATA             Seq=905201 Size=1460
5.258   DUP_ACK             Ack=905201 dupCount=4
5.258   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=905201
5.258   TX-DATA             Seq=924181 Size=1460
5.258   TX-DATA             Seq=925641 Size=1460
5.260   DUP_ACK             Ack=905201 dupCount=5
5.260   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=905201
5.260   TX-DATA             Seq=927101 Size=1460
5.263   DUP_ACK             Ack=905201 dupCount=6
5.263   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=905201
5.263   TX-DATA             Seq=928561 Size=1460
5.263   TX-DATA             Seq=930021 Size=1460
5.302   DUP_ACK             Ack=905201 dupCount=7
5.302   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=905201
5.302   TX-DATA             Seq=931481 Size=1460
5.304   DUP_ACK             Ack=905201 dupCount=8
5.304   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=905201
5.304   TX-DATA             Seq=932941 Size=1460
5.319   DUP_ACK             Ack=905201 dupCount=9
5.319   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=905201
5.319   TX-DATA             Seq=934401 Size=1460
5.321   DUP_ACK             Ack=905201 dupCount=10
5.321   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=905201
5.321   TX-DATA             Seq=935861 Size=1460
5.324   DUP_ACK             Ack=905201 dupCount=11
5.324   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=905201
5.326   DUP_ACK             Ack=905201 dupCount=12
5.326   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=905201
5.326   TX-DATA             Seq=937321 Size=1460
5.329   NEW_ACK             Ack=924181
5.329   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
5.329   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
5.331   NEW_ACK             Ack=925641
5.334   NEW_ACK             Ack=927101
5.336   NEW_ACK             Ack=928561
5.336   TX-DATA             Seq=938781 Size=1460
5.339   NEW_ACK             Ack=930021
5.339   TX-DATA             Seq=940241 Size=1460
5.378   DUP_ACK             Ack=930021 dupCount=1
5.378   TX-DATA             Seq=941701 Size=1460
5.380   DUP_ACK             Ack=930021 dupCount=2
5.380   TX-DATA             Seq=943161 Size=1460
5.395   DUP_ACK             Ack=930021 dupCount=3
5.395   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
5.395   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
5.395   UPDATE              ssthresh=5840
5.395   SSTHRESH_UPDATE     old=10220 new=7300 [Cause: Triple Duplicate ACK]
5.395   TX-DATA             Seq=930021 Size=1460
5.397   DUP_ACK             Ack=930021 dupCount=4
5.397   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=930021
5.397   TX-DATA             Seq=944621 Size=1460
5.397   TX-DATA             Seq=946081 Size=1460
5.400   DUP_ACK             Ack=930021 dupCount=5
5.400   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=930021
5.400   TX-DATA             Seq=947541 Size=1460
5.400   TX-DATA             Seq=949001 Size=1460
