# time      EVENT                DETAILS
---------------------------------------------
4.852   NEW_ACK             Ack=1001561
4.852   TX-DATA             Seq=1020541 Size=1460
4.855   NEW_ACK             Ack=1003021
4.855   TX-DATA             Seq=1022001 Size=1460
4.857   NEW_ACK             Ack=1004481
4.857   TX-DATA             Seq=1023461 Size=1460
4.859   NEW_ACK             Ack=1005941
4.859   TX-DATA             Seq=1024921 Size=1460
4.859   TX-DATA             Seq=1026381 Size=1460
4.862   NEW_ACK             Ack=1007401
4.862   TX-DATA             Seq=1027841 Size=1460
4.864   NEW_ACK             Ack=1008861
4.864   TX-DATA             Seq=1029301 Size=1460
4.867   NEW_ACK             Ack=1010321
4.867   TX-DATA             Seq=1030761 Size=1460
4.869   NEW_ACK             Ack=1011781
4.869   TX-DATA             Seq=1032221 Size=1460
4.896   NEW_ACK             Ack=1013241
4.896   TX-DATA             Seq=1033681 Size=1460
4.899   NEW_ACK             Ack=1014701
4.899   TX-DATA             Seq=1035141 Size=1460
4.901   NEW_ACK             Ack=1016161
4.901   TX-DATA             Seq=1036601 Size=1460
4.904   NEW_ACK             Ack=1017621
4.904   TX-DATA             Seq=1038061 Size=1460
4.906   NEW_ACK             Ack=1019081
4.906   TX-DATA             Seq=1039521 Size=1460
4.909   NEW_ACK             Ack=1020541
4.909   TX-DATA             Seq=1040981 Size=1460
4.911   NEW_ACK             Ack=1022001
4.911   TX-DATA             Seq=1042441 Size=1460
4.914   NEW_ACK             Ack=1023461
4.914   TX-DATA             Seq=1043901 Size=1460
4.916   NEW_ACK             Ack=1024921
4.916   TX-DATA             Seq=1045361 Size=1460
4.918   NEW_ACK             Ack=1026381
4.918   TX-DATA             Seq=1046821 Size=1460
4.921   NEW_ACK             Ack=1027841
4.921   TX-DATA             Seq=1048281 Size=1460
4.923   NEW_ACK             Ack=1029301
4.923   TX-DATA             Seq=1049741 Size=1460
4.926   NEW_ACK             Ack=1030761
4.926   TX-DATA             Seq=1051201 Size=1460
4.928   NEW_ACK             Ack=1032221
4.928   TX-DATA             Seq=1052661 Size=1460
4.931   NEW_ACK             Ack=1033681
4.931   TX-DATA             Seq=1054121 Size=1460
4.963   NEW_ACK             Ack=1035141
4.963   TX-DATA             Seq=1055581 Size=1460
4.965   NEW_ACK             Ack=1036601
4.965   TX-DATA             Seq=1057041 Size=1460
4.968   NEW_ACK             Ack=1038061
4.968   TX-DATA             Seq=1058501 Size=1460
4.970   NEW_ACK             Ack=1039521
4.970   TX-DATA             Seq=1059961 Size=1460
4.973   NEW_ACK             Ack=1040981
4.973   TX-DATA             Seq=1061421 Size=1460
4.975   NEW_ACK             Ack=1042441
4.975   TX-DATA             Seq=1062881 Size=1460
4.977   NEW_ACK             Ack=1043901
4.977   TX-DATA             Seq=1064341 Size=1460
4.980   NEW_ACK             Ack=1045361
4.980   TX-DATA             Seq=1065801 Size=1460
4.982   NEW_ACK             Ack=1046821
4.982   TX-DATA             Seq=1067261 Size=1460
4.982   TX-DATA             Seq=1068721 Size=1460
4.985   NEW_ACK             Ack=1048281
4.985   TX-DATA             Seq=1070181 Size=1460
4.990   DUP_ACK             Ack=1048281 dupCount=1
4.990   TX-DATA             Seq=1071641 Size=1460
4.992   DUP_ACK             Ack=1048281 dupCount=2
4.992   TX-DATA             Seq=1073101 Size=1460
4.995   DUP_ACK             Ack=1048281 dupCount=3
4.995   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
4.995   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
4.995   UPDATE              ssthresh=11680
4.995   SSTHRESH_UPDATE     old=7300 new=16060 [Cause: Triple Duplicate ACK]
4.995   TX-DATA             Seq=1048281 Size=1460
4.997   DUP_ACK             Ack=1048281 dupCount=4
4.997   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
4.997   TX-DATA             Seq=1074561 Size=1460
4.997   TX-DATA             Seq=1076021 Size=1460
5.034   DUP_ACK             Ack=1048281 dupCount=5
5.034   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.034   TX-DATA             Seq=1077481 Size=1460
5.036   DUP_ACK             Ack=1048281 dupCount=6
5.036   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.036   TX-DATA             Seq=1078941 Size=1460
5.036   TX-DATA             Seq=1080401 Size=1460
5.039   DUP_ACK             Ack=1048281 dupCount=7
5.039   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.039   TX-DATA             Seq=1081861 Size=1460
5.041   DUP_ACK             Ack=1048281 dupCount=8
5.041   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.041   TX-DATA             Seq=1083321 Size=1460
5.041   TX-DATA             Seq=1084781 Size=1460
5.044   DUP_ACK             Ack=1048281 dupCount=9
5.044   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.044   TX-DATA             Seq=1086241 Size=1460
5.044   TX-DATA             Seq=1087701 Size=1460
5.046   DUP_ACK             Ack=1048281 dupCount=10
5.046   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.049   DUP_ACK             Ack=1048281 dupCount=11
5.049   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.049   TX-DATA             Seq=1089161 Size=1460
5.051   DUP_ACK             Ack=1048281 dupCount=12
5.051   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.051   TX-DATA             Seq=1090621 Size=1460
5.054   DUP_ACK             Ack=1048281 dupCount=13
5.054   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.054   TX-DATA             Seq=1092081 Size=1460
5.056   DUP_ACK             Ack=1048281 dupCount=14
5.056   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.059   DUP_ACK             Ack=1048281 dupCount=15
5.059   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.059   TX-DATA             Seq=1093541 Size=1460
5.061   DUP_ACK             Ack=1048281 dupCount=16
5.061   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.061   TX-DATA             Seq=1095001 Size=1460
5.063   DUP_ACK             Ack=1048281 dupCount=17
5.063   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1048281
5.063   TX-DATA             Seq=1096461 Size=1460
5.066   NEW_ACK             Ack=1074561
5.066   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
5.066   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
5.068   NEW_ACK             Ack=1076021
5.071   NEW_ACK             Ack=1077481
5.110   NEW_ACK             Ack=1078941
5.112   NEW_ACK             Ack=1080401
5.115   DUP_ACK             Ack=1080401 dupCount=1
5.115   TX-DATA             Seq=1097921 Size=1460
5.117   DUP_ACK             Ack=1080401 dupCount=2
5.117   TX-DATA             Seq=1099381 Size=1460
5.120   DUP_ACK             Ack=1080401 dupCount=3
5.120   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
5.120   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
5.120   UPDATE              ssthresh=8760
5.120   SSTHRESH_UPDATE     old=16060 new=11680 [Cause: Triple Duplicate ACK]
5.120   TX-DATA             Seq=1080401 Size=1460
5.122   DUP_ACK             Ack=1080401 dupCount=4
5.122   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1080401
5.122   TX-DATA             Seq=1100841 Size=1460
5.122   TX-DATA             Seq=1102301 Size=1460
5.125   DUP_ACK             Ack=1080401 dupCount=5
5.125   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1080401
5.125   TX-DATA             Seq=1084781 Size=1460
5.127   DUP_ACK             Ack=1080401 dupCount=6
5.127   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1080401
5.127   TX-DATA             Seq=1087701 Size=1460
5.127   TX-DATA             Seq=1103761 Size=1460
5.130   DUP_ACK             Ack=1080401 dupCount=7
5.130   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1080401
5.130   TX-DATA             Seq=1105221 Size=1460
5.130   TX-DATA             Seq=1106681 Size=1460
5.132   DUP_ACK             Ack=1080401 dupCount=8
5.132   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1080401
5.135   DUP_ACK             Ack=1080401 dupCount=9
5.135   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1080401
5.135   TX-DATA             Seq=1108141 Size=1460
5.179   DUP_ACK             Ack=1080401 dupCount=10
5.179   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1080401
5.179   TX-DATA             Seq=1109601 Size=1460
5.181   DUP_ACK             Ack=1080401 dupCount=11
5.181   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1080401
5.181   TX-DATA             Seq=1111061 Size=1460
5.184   NEW_ACK             Ack=1084781
5.184   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
5.184   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
5.184   TX-DATA             Seq=1112521 Size=1460
5.186   DUP_ACK             Ack=1084781 dupCount=1
5.189   DUP_ACK             Ack=1084781 dupCount=2
5.189   TX-DATA             Seq=1113981 Size=1460
5.191   NEW_ACK             Ack=1087701
5.191   TX-DATA             Seq=1115441 Size=1460
5.194   NEW_ACK             Ack=1103761
5.196   NEW_ACK             Ack=1105221
5.196   TX-DATA             Seq=1116901 Size=1460
5.198   NEW_ACK             Ack=1106681
5.198   TX-DATA             Seq=1118361 Size=1460
5.201   NEW_ACK             Ack=1108141
5.201   TX-DATA             Seq=1119821 Size=1460
5.203   NEW_ACK             Ack=1109601
5.203   TX-DATA             Seq=1121281 Size=1460
5.243   NEW_ACK             Ack=1111061
5.243   TX-DATA             Seq=1122741 Size=1460
5.245   NEW_ACK             Ack=1112521
5.245   TX-DATA             Seq=1124201 Size=1460
5.248   NEW_ACK             Ack=1113981
5.248   TX-DATA             Seq=1125661 Size=1460
5.250   NEW_ACK             Ack=1115441
5.250   TX-DATA             Seq=1127121 Size=1460
5.253   NEW_ACK             Ack=1116901
5.253   TX-DATA             Seq=1128581 Size=1460
5.255   NEW_ACK             Ack=1118361
5.255   TX-DATA             Seq=1130041 Size=1460
5.257   NEW_ACK             Ack=1119821
5.257   TX-DATA             Seq=1131501 Size=1460
5.260   NEW_ACK             Ack=1121281
5.260   TX-DATA             Seq=1132961 Size=1460
5.262   NEW_ACK             Ack=1122741
5.262   TX-DATA             Seq=1134421 Size=1460
5.307   NEW_ACK             Ack=1124201
5.307   TX-DATA             Seq=1135881 Size=1460
5.309   NEW_ACK             Ack=1125661
5.309   TX-DATA             Seq=1137341 Size=1460
5.312   NEW_ACK             Ack=1127121
5.312   TX-DATA             Seq=1138801 Size=1460
5.314   NEW_ACK             Ack=1128581
5.314   TX-DATA             Seq=1140261 Size=1460
5.316   NEW_ACK             Ack=1130041
5.316   TX-DATA             Seq=1141721 Size=1460
5.319   NEW_ACK             Ack=1131501
5.319   TX-DATA             Seq=1143181 Size=1460
5.321   NEW_ACK             Ack=1132961
5.321   TX-DATA             Seq=1144641 Size=1460
5.324   NEW_ACK             Ack=1134421
5.324   TX-DATA             Seq=1146101 Size=1460
5.326   NEW_ACK             Ack=1135881
5.326   TX-DATA             Seq=1147561 Size=1460
5.326   TX-DATA             Seq=1149021 Size=1460
5.361   NEW_ACK             Ack=1137341
5.361   TX-DATA             Seq=1150481 Size=1460
5.363   NEW_ACK             Ack=1138801
5.363   TX-DATA             Seq=1151941 Size=1460
5.366   NEW_ACK             Ack=1140261
5.366   TX-DATA             Seq=1153401 Size=1460
5.368   NEW_ACK             Ack=1141721
5.368   TX-DATA             Seq=1154861 Size=1460
5.371   NEW_ACK             Ack=1143181
5.371   TX-DATA             Seq=1156321 Size=1460
5.373   NEW_ACK             Ack=1144641
5.373   TX-DATA             Seq=1157781 Size=1460
5.375   NEW_ACK             Ack=1146101
5.375   TX-DATA             Seq=1159241 Size=1460
5.378   NEW_ACK             Ack=1147561
5.378   TX-DATA             Seq=1160701 Size=1460
5.380   NEW_ACK             Ack=1149021
5.380   TX-DATA             Seq=1162161 Size=1460
5.383   NEW_ACK             Ack=1150481
5.383   TX-DATA             Seq=1163621 Size=1460
5.420   NEW_ACK             Ack=1151941
5.420   TX-DATA             Seq=1165081 Size=1460
5.422   NEW_ACK             Ack=1153401
5.422   TX-DATA             Seq=1166541 Size=1460
5.425   NEW_ACK             Ack=1154861
5.425   TX-DATA             Seq=1168001 Size=1460
5.427   NEW_ACK             Ack=1156321
5.427   TX-DATA             Seq=1169461 Size=1460
5.430   NEW_ACK             Ack=1157781
5.430   TX-DATA             Seq=1170921 Size=1460
5.432   NEW_ACK             Ack=1159241
5.432   TX-DATA             Seq=1172381 Size=1460
5.434   NEW_ACK             Ack=1160701
5.434   TX-DATA             Seq=1173841 Size=1460
5.437   NEW_ACK             Ack=1162161
5.437   TX-DATA             Seq=1175301 Size=1460
5.437   TX-DATA             Seq=1176761 Size=1460
5.439   NEW_ACK             Ack=1163621
5.439   TX-DATA             Seq=1178221 Size=1460
5.442   NEW_ACK             Ack=1165081
5.442   TX-DATA             Seq=1179681 Size=1460
5.479   NEW_ACK             Ack=1166541
5.479   TX-DATA             Seq=1181141 Size=1460
5.481   NEW_ACK             Ack=1168001
5.481   TX-DATA             Seq=1182601 Size=1460
5.484   NEW_ACK             Ack=1169461
5.484   TX-DATA             Seq=1184061 Size=1460
5.486   NEW_ACK             Ack=1170921
5.486   TX-DATA             Seq=1185521 Size=1460
5.488   NEW_ACK             Ack=1172381
5.488   TX-DATA             Seq=1186981 Size=1460
5.491   NEW_ACK             Ack=1173841
5.491   TX-DATA             Seq=1188441 Size=1460
5.493   NEW_ACK             Ack=1175301
5.493   TX-DATA             Seq=1189901 Size=1460
5.496   NEW_ACK             Ack=1176761
5.496   TX-DATA             Seq=1191361 Size=1460
5.498   NEW_ACK             Ack=1178221
5.498   TX-DATA             Seq=1192821 Size=1460
5.501   NEW_ACK             Ack=1179681
5.501   TX-DATA             Seq=1194281 Size=1460
5.503   NEW_ACK             Ack=1181141
5.503   TX-DATA             Seq=1195741 Size=1460
5.543   NEW_ACK             Ack=1182601
5.543   TX-DATA             Seq=1197201 Size=1460
5.545   NEW_ACK             Ack=1184061
5.545   TX-DATA             Seq=1198661 Size=1460
5.547   NEW_ACK             Ack=1185521
5.547   TX-DATA             Seq=1200121 Size=1460
5.550   NEW_ACK             Ack=1186981
5.550   TX-DATA             Seq=1201581 Size=1460
5.552   NEW_ACK             Ack=1188441
5.552   TX-DATA             Seq=1203041 Size=1460
5.555   NEW_ACK             Ack=1189901
5.555   TX-DATA             Seq=1204501 Size=1460
5.557   NEW_ACK             Ack=1191361
5.557   TX-DATA             Seq=1205961 Size=1460
5.557   TX-DATA             Seq=1207421 Size=1460
5.560   NEW_ACK             Ack=1192821
5.560   TX-DATA             Seq=1208881 Size=1460
5.562   NEW_ACK             Ack=1194281
5.562   TX-DATA             Seq=1210341 Size=1460
5.565   NEW_ACK             Ack=1195741
5.565   TX-DATA             Seq=1211801 Size=1460
5.567   NEW_ACK             Ack=1197201
5.567   TX-DATA             Seq=1213261 Size=1460
5.611   NEW_ACK             Ack=1198661
5.611   TX-DATA             Seq=1214721 Size=1460
5.614   NEW_ACK             Ack=1200121
5.614   TX-DATA             Seq=1216181 Size=1460
5.616   NEW_ACK             Ack=1201581
5.616   TX-DATA             Seq=1217641 Size=1460
5.619   NEW_ACK             Ack=1203041
5.619   TX-DATA             Seq=1219101 Size=1460
5.624   DUP_ACK             Ack=1203041 dupCount=1
5.624   TX-DATA             Seq=1220561 Size=1460
5.626   DUP_ACK             Ack=1203041 dupCount=2
5.626   TX-DATA             Seq=1222021 Size=1460
5.629   DUP_ACK             Ack=1203041 dupCount=3
5.629   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
5.629   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
5.629   UPDATE              ssthresh=8760
5.629   TX-DATA             Seq=1203041 Size=1460
5.631   DUP_ACK             Ack=1203041 dupCount=4
5.631   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1203041
5.631   TX-DATA             Seq=1223481 Size=1460
5.631   TX-DATA             Seq=1224941 Size=1460
5.633   DUP_ACK             Ack=1203041 dupCount=5
5.633   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1203041
5.633   TX-DATA             Seq=1226401 Size=1460
5.636   DUP_ACK             Ack=1203041 dupCount=6
5.636   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1203041
5.636   TX-DATA             Seq=1227861 Size=1460
5.636   TX-DATA             Seq=1229321 Size=1460
5.638   DUP_ACK             Ack=1203041 dupCount=7
5.638   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1203041
5.638   TX-DATA             Seq=1230781 Size=1460
5.638   TX-DATA             Seq=1232241 Size=1460
5.675   DUP_ACK             Ack=1203041 dupCount=8
5.675   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1203041
5.678   DUP_ACK             Ack=1203041 dupCount=9
5.678   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1203041
5.678   TX-DATA             Seq=1233701 Size=1460
5.680   DUP_ACK             Ack=1203041 dupCount=10
5.680   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1203041
5.680   TX-DATA             Seq=1235161 Size=1460
5.683   DUP_ACK             Ack=1203041 dupCount=11
5.683   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1203041
5.683   TX-DATA             Seq=1236621 Size=1460
5.685   DUP_ACK             Ack=1203041 dupCount=12
5.685   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1203041
5.685   TX-DATA             Seq=1238081 Size=1460
5.687   DUP_ACK             Ack=1203041 dupCount=13
5.687   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1203041
5.690   NEW_ACK             Ack=1223481
5.690   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
5.690   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
5.692   NEW_ACK             Ack=1224941
5.695   NEW_ACK             Ack=1226401
5.697   NEW_ACK             Ack=1227861
5.697   TX-DATA             Seq=1239541 Size=1460
5.700   NEW_ACK             Ack=1229321
5.700   TX-DATA             Seq=1241001 Size=1460
5.702   NEW_ACK             Ack=1230781
5.702   TX-DATA             Seq=1242461 Size=1460
5.707   DUP_ACK             Ack=1230781 dupCount=1
5.707   TX-DATA             Seq=1243921 Size=1460
5.746   DUP_ACK             Ack=1230781 dupCount=2
5.746   TX-DATA             Seq=1245381 Size=1460
5.749   DUP_ACK             Ack=1230781 dupCount=3
5.749   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
5.749   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
5.749   UPDATE              ssthresh=6570
5.749   SSTHRESH_UPDATE     old=11680 new=8760 [Cause: Triple Duplicate ACK]
5.749   TX-DATA             Seq=1230781 Size=1460
5.751   DUP_ACK             Ack=1230781 dupCount=4
5.751   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1230781
5.751   TX-DATA             Seq=1246841 Size=1460
5.751   TX-DATA             Seq=1248301 Size=1460
5.754   DUP_ACK             Ack=1230781 dupCount=5
5.754   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1230781
5.754   TX-DATA             Seq=1249761 Size=1460
5.754   TX-DATA             Seq=1251221 Size=1460
5.756   DUP_ACK             Ack=1230781 dupCount=6
5.756   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1230781
5.756   TX-DATA             Seq=1252681 Size=1460
5.759   DUP_ACK             Ack=1230781 dupCount=7
5.759   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1230781
5.759   TX-DATA             Seq=1254141 Size=1460
5.761   DUP_ACK             Ack=1230781 dupCount=8
5.761   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1230781
5.761   TX-DATA             Seq=1255601 Size=1460
5.764   DUP_ACK             Ack=1230781 dupCount=9
5.764   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1230781
5.764   TX-DATA             Seq=1257061 Size=1460
5.805   DUP_ACK             Ack=1230781 dupCount=10
5.805   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=1230781
5.805   TX-DATA             Seq=1258521 Size=1460
5.808   NEW_ACK             Ack=1246841
5.808   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
5.808   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
5.810   NEW_ACK             Ack=1248301
5.813   NEW_ACK             Ack=1249761
5.815   NEW_ACK             Ack=1251221
5.815   TX-DATA             Seq=1259981 Size=1460
5.818   NEW_ACK             Ack=1252681
5.818   TX-DATA             Seq=1261441 Size=1460
5.820   NEW_ACK             Ack=1254141
5.820   TX-DATA             Seq=1262901 Size=1460
5.823   NEW_ACK             Ack=1255601
5.823   TX-DATA             Seq=1264361 Size=1460
5.825   NEW_ACK             Ack=1257061
5.825   TX-DATA             Seq=1265821 Size=1460
5.827   NEW_ACK             Ack=1258521
5.827   TX-DATA             Seq=1267281 Size=1460
5.869   NEW_ACK             Ack=1259981
5.869   TX-DATA             Seq=1268741 Size=1460
5.872   NEW_ACK             Ack=1261441
5.872   TX-DATA             Seq=1270201 Size=1460
5.874   NEW_ACK             Ack=1262901
5.874   TX-DATA             Seq=1271661 Size=1460
5.877   NEW_ACK             Ack=1264361
5.877   TX-DATA             Seq=1273121 Size=1460
5.879   NEW_ACK             Ack=1265821
5.879   TX-DATA             Seq=1274581 Size=1460
5.882   NEW_ACK             Ack=1267281
5.882   TX-DATA             Seq=1276041 Size=1460
5.884   NEW_ACK             Ack=1268741
5.884   TX-DATA             Seq=1277501 Size=1460
5.933   NEW_ACK             Ack=1270201
5.933   TX-DATA             Seq=1278961 Size=1460
5.933   TX-DATA             Seq=1280421 Size=1460
5.936   NEW_ACK             Ack=1271661
5.936   TX-DATA             Seq=1281881 Size=1460
5.938   NEW_ACK             Ack=1273121
5.938   TX-DATA             Seq=1283341 Size=1460
5.940   NEW_ACK             Ack=1274581
5.940   TX-DATA             Seq=1284801 Size=1460
5.943   NEW_ACK             Ack=1276041
5.943   TX-DATA             Seq=1286261 Size=1460
5.945   NEW_ACK             Ack=1277501
5.945   TX-DATA             Seq=1287721 Size=1460
5.948   NEW_ACK             Ack=1278961
5.948   TX-DATA             Seq=1289181 Size=1460
5.987   NEW_ACK             Ack=1280421
5.987   TX-DATA             Seq=1290641 Size=1460
5.990   NEW_ACK             Ack=1281881
5.990   TX-DATA             Seq=1292101 Size=1460
5.994   DUP_ACK             Ack=1281881 dupCount=1
5.994   TX-DATA             Seq=1293561 Size=1460
5.997   DUP_ACK             Ack=1281881 dupCount=2
5.997   TX-DATA             Seq=1295021 Size=1460
5.999   DUP_ACK             Ack=1281881 dupCount=3
5.999   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
5.999   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
5.999   UPDATE              ssthresh=5840
5.999   SSTHRESH_UPDATE     old=8760 new=7300 [Cause: Triple Duplicate ACK]
5.999   TX-DATA             Seq=1281881 Size=1460
